vehicle_1_s,vehicle_1_d,info_vehicle_1_s,info_vehicle_1_d
,,2230.0079621347445,-0.0003838796286068049
,,2230.0031446262665,-0.00040221035011487894
,,2229.9941418029416,-0.0003977694069978946
,,2229.9831844824885,-0.0003907098191196756
,,2229.9703041085545,-0.0003982386264166148
,,2229.9555922485356,-0.00040521980356968666
,,2229.9390184361614,-0.00040779774078943977
,,2229.920491125832,-0.0004058496886838436
,,2229.9000712960124,-0.00040327217223388317
,,2229.877667442897,-0.0003980350925033968
,,2229.85337106138,-0.0003902611935120317
,,2229.8270906582243,-0.0003798277188756381
,,2229.7988261672763,-0.0003877154743499512
,,2229.7686691458175,-0.0003968810731544557
,,2229.736528108404,-0.00040147970760094306
,,2229.702433523342,-0.00040536696557767624
,,2229.666385410021,-0.0004047281256297449
,,2229.628383764751,-0.00040337784797618223
,,2229.588459102694,-0.0003994496623052526
,,2229.546550418649,-0.0003909543402807369
,,2229.5026881945114,-0.0003817474364421542
,,2229.456872429568,-0.000383272967087383
,,2229.409103130764,-0.0003917161631411595
,,2229.359410821406,-0.00039948846869401744
,,2229.3728149438734,-0.0004003262365803857
,,2229.555521840151,-0.00040119935069929136
,,2229.8766067930887,-0.00039871494928526595
,,2230.3078951856487,-0.00038753720005507925
,,2230.8287197978125,-0.00037051149042032383
,,2231.4237867035217,-0.00034431362475010225
,,2232.0817707077513,-0.00030901008601785275
,,2232.7945824357275,-0.00026517756304438554
,,2233.5566052373365,-0.0002148143453897782
,,2234.3635659825463,-0.00015982998895860086
,,2235.211466726524,-9.678122245293865e-05
,,2236.0935332061604,-3.184171442813256e-05
,,2237.002715207231,3.300105735721065e-05
,,2237.9333962104497,9.57404099883836e-05
,,2238.88142472843,0.0001581254183132516
,,2239.8398430636717,0.00021804129445163564
,,2240.7954375739105,0.00026650390801814095
